JI1_140112	JI1_140112,JI8_24235
JI5_73296	JI5_73296,JI13_153607,IL37_25756,IL32_91339,JI3_3005,JI2_95563,JI4_85396,JI6_39558,IL36_92577,JI1_23371,IL32_165792,JI5_156602
MN-EFF_38968	MN-EFF_38968,JI13_42124,IL34_46530,JI10_61537,IL42_81190,JI14_249830,IL8_28167,IL41_10900,IL31_123680,IL9_23493,IL10_43351,JI8_132630,IL32_19986,IL35_47365,TG-EFF_352311,IL29_14626,IL14_63059,IL12_29855,IL30_19133,WC29_48530,WC10_45277,WC13_41951,WC20_32599,WC6_3736,WC8_16664,WC9_7396,JI12_94759,WC43_22307,WC3_19790,WC23_38018,IL36_1286,WC30_38988,WC1_7300,IL37_124917,WC22_15595,TE-EFF_150909,TU-EFF_265290,WC35_39657,IL40_87180,WC31_15679,WC33_12357
JI12_178485	JI12_178485,JI13_296913,JI14_135694,AH-EFF_5724
MN-EFF_97792	MN-EFF_97792,MN-INF_106810,MN-AS_18898,ES9_3594,ES36_19704,MN-DS_152848
NG1_180289	NG1_180289,NG1_417771
JI5_239010	JI5_239010,JI4_196057
EM-DS_143604	EM-DS_143604,EM-AS_40348,EM-EFF_228599
ES39_1690	ES39_1690,ES9_3502,ZS1_23535
WS1_57392	WS1_57392
PL72_19922	PL72_19922,PL70_822,HP83_153519,PL66_3882,ES36_10605,PL75_9243,ES32_34457,ES39_2833,ES9_259
AD-DS_250012	AD-DS_250012,TU-EFF_334533,AD-AS_19469,AD-EFF_20116
JI2_317164	JI2_317164,JI3_268961,JI5_184853,JI1_266201,JI6_9122
SA1_13802	SA1_13802
WC10_56398	WC10_56398,WC6_6714,WC8_4164,WC4_28400,WC32_30761,WC1_31437,WC20_31530,WC5_23691,WC30_30035,WC28_10619,WC7_14595,WC35_10806,WC9_6908,WC17_10252,WC16_38054,WC2_31307,GU1_85831
IL37_18368	IL37_18368,IL36_35737,IL32_160988
HP34_11536	HP34_11536,HP3_8660,HP40_4466,HP32_8947,HP26_7733,HP35_2520,HP25_636,HP27_33718,HP31_4406,ES30_2610,ES32_47194,HP22_7466,HP38_12183,HP2_10523,HP24_5481,HP11_132321,HP28_91999,HP37_116296,HP4_37335,HP80_9036
WC21_2671	WC21_2671,IL28_72240,WC43_39167,WC4_14850,IL19_51101,WC22_2433,IL16_19527,TU-INF_141045,WC31_4066,WC10_46231,SF64_138784,WC23_35336,SA1_143208,IL29_21479,IL17_23604,WC15_11829,IL14_20424,WC33_37137,IL2_168711,WC41_26080,WC1_12264,IL1_84199,IL27_33670,IL22_7656,WC30_35900,IL8_7089,IL30_39958,WC18_2368,WC13_18689,IL15_16870,IL24_26516,IL11_37912,WC9_8626,WC14_22056,WC35_22297,IL20_29262,WC19_31507,WC28_34678,WC34_18255,IL18_83202,IL25_54048,IL38_29269,IL23_37633,WC27_9405,WC2_28579,WC26_12989,IL26_68488,WC8_35873,WC3_31723,IL42_71727,WC16_21434,WC6_10810,JI2_406783,SA2_20459,WC25_14655,WC29_39224,WC11_13860,WC7_3874,IL4_112556,IL9_3277,IL21_97000,WC17_19642,IL10_67125,IL35_120938,HY3_93144,JI13_21092,HY1_97372,IL5_65314,WC5_12938,IL13_88520,WC32_37028,SA3_101575,WC12_16624,IL41_80791,IL33_84798,IL40_11108,IL39_69822,KB21_149779,NI3_78005,IL32_155339,IL31_19843,NI2_40300,IL31_96900,IL40_29950,IL37_44436,JI3_450204,KB7_32540,NG1_502899,HY2_134626
ES44_676	ES44_676
IL29_10946	IL29_10946,IL9_34297,IL8_18285,IL12_46400,IL10_16937,IL30_2313
IL32_157766	IL32_157766,IL37_66668,IL36_29636
TE-EFF_91023	TE-EFF_91023,JI13_332411,JI12_23298,TE-INF_183904
SF65_71572	SF65_71572,SF68_87866,SF67_107640,SF66_39320
IL42_40725	IL42_40725,IL34_29450,IL41_34739,IL35_8496
PL70_10692	PL70_10692,PL68_152230,PL75_8619
HP83_167079	HP83_167079,PL70_14838,PL68_171212,PL72_11990,PL66_29781,PL69_47922,PL75_4647,PL5_10887,HP74_11745,HP80_10998,HP79_150983,HP76_34910,HP82_18170,HP81_131175,HP84_23510,HP75_69547,HP17_7742,OC7_1099,PL56_7859,OC8_2926,HP73_106638,PL63_24301,PL3_2870,PL65_143753,PL13_2770,UP5_2490
IL39_114630	IL39_114630,IL33_113915
JI2_64248	JI2_64248,JI1_372674,JI3_296670,IL36_93846,IL32_47699
HY3_54664	HY3_54664,HY2_35442,HY1_35968,NI2_44515
HP73_109187	HP73_109187,HP76_160304,HP82_1224,HP84_6218,HP79_69876,HP75_29008,HP74_15815,HP74_1140,PL48_7165,PL61_27079,HP81_141786,HP80_733,ES39_5861,HP72_113376,HP60_212167,HP80_16854,HP79_145444
PL66_11493	PL66_11493,PL70_16219,PL69_33411,PL56_7822,PL75_6891,HP83_91212,PL72_18630,PL68_8753,ES16_6968,ES11_61765,ES1_4888,IL34_34726,IL9_5296,IL12_44412,IL10_3970,PL50_14978,IL27_5558,IL24_12493,IL18_2416,IL19_77127,IL27_10524,IL25_50356,IL6_169548,IL23_31395,IL18_35628,IL4_15658,IL2_35648,IL2_152801,IL22_66518,IL17_59887,IL19_80678,IL24_9468,PL46_8939,IL15_94353,PL49_71652,IL25_23144,ES36_1595,IL3_112048,PL65_53266,PL61_7423,IL26_63791,IL20_63736,PL67_20139,IL11_27226,IL23_14774,IL1_92001
AH-AS_51030	AH-AS_51030,AH-DS_405683,AH-EFF_58309
EM-DS_139551	EM-DS_139551,EM-AS_15295,EM-EFF_239617
FR-INF_306324	FR-INF_306324,IL30_49869,IL10_69246,IL12_85377,IL18_70623,IL25_13161,IL22_13569,IL8_57954,IL19_83929,IL39_61400,IL34_69393,IL33_10381,IL24_27108,IL17_24690,IL9_131722,IL20_20628,IL21_82333,IL23_17200,IL16_132370,IL4_21890
NG1_142311	NG1_142311
TE-EFF_73240	TE-EFF_73240,TU-AS_66010,TE-DS_132839,TE-AS_50656,WT-AS_146295,TU-DS_280534,TU-EFF_272866,TE-INF_107388,TG-DS_202565,JI10_78694,WT-DS_389736,WT-INF_151044,JI4_17371,JI2_411172,JI3_21491,JI8_16018,IL35_125234,JI6_68679,WT-EFF_284902,JI1_58866,JI11_33588,JI9_114758,JI7_239684,WC9_15002,WC6_34309,IL36_26944,IL32_43282,WC21_33979,WC25_42496,JI5_7034,JI13_22184,WC4_9040,WC10_16636,WC5_21703,WC11_26944,WC13_33608,WC33_18993,FR-EFF_63806,WC18_37880,AH-EFF_16493,WC15_8932,WC29_48238,WC8_17749,WC35_46690,WC2_17327,WC3_3960
WT-EFF_50737	WT-EFF_50737,WT-DS_407092
ZR-EFF_149991	ZR-EFF_149991
JI9_66497	JI9_66497,JI7_171738,JI1_154706,JI3_109132,TU-EFF_342677,JI2_243933,JI5_219307,SF48_119983,SF61_99886,SF62_170855,IL36_48100,SF64_23336,FD-EFF_84219,IL24_54700,IL20_113262,SF63_118943,TE-EFF_29769,NG1_219755,AD-EFF_78455,AH-EFF_124346
FD-EFF_89012	FD-EFF_89012,FD-DS_296598,SF26_83282,SF25_5244
FD-EFF_224166	FD-EFF_224166,FD-DS_153674,FD-AS_199232
JI14_46185	JI14_46185,TE-DS_77714,JI12_142317,JI13_87019,TE-EFF_143590,TE-AS_45324,TE-INF_99258
IL10_99743	IL10_99743,IL12_66255,IL30_10517,IL8_20026
IL26_77815	IL26_77815,IL16_32984,IL28_65697,IL17_74440,IL21_82922,IL15_46594,IL22_40768,IL3_82490,IL20_98471,IL7_26223,IL6_65675
IL34_178182	IL34_178182,IL39_40646,IL33_75876
JW7_1202	JW7_1202
JI14_2690	JI14_2690,JI13_348630,JI5_135995
AH-EFF_114940	AH-EFF_114940
ES32_25622	ES32_25622,ES33_110160
HP82_20187	HP82_20187,HP75_80504,HP79_102554,HP76_162482,HP81_167474,ES11_121312,ES16_6324,ES30_2226,SB3_2224,ES44_5159,ES36_29099,ES39_10411,ES35_21572,SB1_3068,ES38_1444,ES31_4089,SB6_547,SB7_8685,ES33_88879,ES9_1284,ES32_30296,HP4_123821,ES42_13839
HY1_58524	HY1_58524,HY3_62149,HY2_65079
IL37_25179	IL37_25179,IL32_141231,IL36_57936,WT-EFF_262632
MN-EFF_5272	MN-EFF_5272,TG-EFF_146468,TG-EFF_116434,TU-EFF_135394,FR-EFF_208838,TU-AS_81187,ZR-EFF_157552,TU-EFF_160400
BL1_60598	BL1_60598
FR-EFF_81856	FR-EFF_81856
FD-EFF_11878	FD-EFF_11878,ZR-EFF_115905,FR-EFF_311751,AH-AS_284262,FD-AS_347583,HP31_4360,HP26_7820
PL66_31112	PL66_31112,PL65_23913,PL56_9092
JI2_115933	JI2_115933,JI3_399320,JI1_197572
TE-EFF_233375	TE-EFF_233375,TE-AS_253802,SF48_47729,SF49_155533,TE-DS_183698
IL12_87372	IL12_87372,IL34_73235,IL9_61062,JI4_199378,IL39_3836,IL34_72211,IL23_41853,WC14_13230,WC21_22626,WC8_8459,WC4_31045,JI2_86102,IL26_16432
IL20_9024	IL20_9024,IL19_40984,IL3_33810,IL18_42546,IL22_30135,IL16_68719,IL27_60185,IL2_119268,IL9_2626,IL1_26569,IL17_42273,IL23_43641,IL10_10171,IL26_39502,IL24_23881,IL4_54328,IL5_111567,IL6_58093,IL25_56348,IL21_62129,IL15_64622,IL28_81699
IL33_41102	IL33_41102,IL34_153128,IL39_47104
IL34_181426	IL34_181426,IL39_70624,IL33_23854
JI8_63998	JI8_63998,JI5_128799,JI2_110540,JI10_112631,JI9_86822,JI7_264908,JI11_39477,JI6_83342,JI3_227351,JI4_18726,JI1_144575,IL36_33092,IL32_73885,IL37_76615
FD-EFF_167439	FD-EFF_167439
FD-INF_175298	FD-INF_175298,TG-INF_137550,EM-AS_378087,TE-INF_93169,EM-DS_179769,TE-DS_305858,TE-EFF_93830,FD-AS_42388
NG1_586615	NG1_586615,HY2_44970,HY3_8755
IL39_88229	IL39_88229,IL34_35465,IL33_15308
HP82_12695	HP82_12695,HP84_22834,HP81_31057,HP80_19265,HP76_7549,HP91_3781,HP75_62323,PL56_11541,HP74_14639,HP92_3836
OC3_4715	OC3_4715,OC8_2481,OC7_3176,OC4_4929,OC5_3833,OC6_1306
EM-EFF_120175	EM-EFF_120175
HP82_11586	HP82_11586
JI6_153582	JI6_153582,JI3_280283,JI4_100185,JI1_74852,JI5_28067,JI2_132828
TU-EFF_211488	TU-EFF_211488,TU-AS_234181,TU-DS_260651
JI13_32214	JI13_32214,JI12_126214,JI14_278120,IL9_12167,EM-EFF_170827,IL31_57051,TU-EFF_112150
NC3_3287	NC3_3287
HP19_4921	HP19_4921,HP17_3190
JI13_291751	JI13_291751,JI14_245524,JI12_66923
WT-DS_125384	WT-DS_125384,WT-INF_106517,WT-AS_339270,TE-DS_136333,TE-AS_265452,WT-EFF_9286,TE-EFF_263335,TE-INF_110236
EM-EFF_278424	EM-EFF_278424
IL9_87979	IL9_87979,IL12_39750,IL35_63554,IL29_16543,IL34_22561,IL13_43342,IL33_10247,IL22_74832,IL19_40925,IL31_19162,IL30_10883,IL8_24631,IL38_100935,IL40_82226,WC9_1368,IL16_15172,WC20_27940,IL21_93803,WC25_40496,IL11_59933,IL17_64114,WC5_30160,IL39_101256,WC6_31642,IL10_43725,IL4_33254,IL24_13098,IL14_94599,WC32_50274,WC43_38290,IL1_18868,WC31_25269,IL42_103127,IL23_72569,WC29_14966,IL26_16335,HY3_30469
EM-EFF_134534	EM-EFF_134534
HY3_18884	HY3_18884,HY2_73094,HY1_109032
IL35_9310	IL35_9310
IL35_20120	IL35_20120
JI1_176332	JI1_176332,JI2_416059,JI3_205483
IL11_80196	IL11_80196,IL13_97630
ZR-EFF_148492	ZR-EFF_148492,JI5_7222
IL10_6603	IL10_6603,IL29_41488,IL12_40265,IL9_17638,JI7_264082,JI14_16243,JI1_136531,JI11_149083,JI6_159614,JI5_13519,JI4_106793,IL42_72804,JI2_203451,JI10_47806,JI9_22144,JI8_65294,JI3_161903,IL41_29604,JI13_127776,IL35_63428,JI12_116385,IL30_17434,JI13_241477,IL10_65966,JI12_232655,IL1_120204,IL7_29271
NG1_406679	NG1_406679
ES11_164804	ES11_164804,ES16_3450,ES9_5513,HP82_17382,HP84_25733,PL61_25366,HP74_17481,ES38_3223,PL58_199,ES1_872,HP81_171385,HP75_60218
IL20_101463	IL20_101463,IL5_74292,IL22_21789,JI3_161461,IL1_23805,JI1_87560,IL19_30020
JI9_153604	JI9_153604,JI7_140460,JI5_268297
NG1_355657	NG1_355657
SF48_181267	SF48_181267,SF52_191470,SF51_182625,SF49_35814,SF50_92136,SF61_3820,SF62_88897,SF64_19326,SF63_224912,JI9_34289
IL17_14137	IL17_14137,IL3_132406,IL2_146068,IL28_94203,IL25_42787,IL24_9336,IL23_36540,IL22_56716,IL21_63340,IL20_89230,IL1_96715,IL19_41201,IL18_75820,IL5_87437,IL27_13516,IL26_37961,IL6_162654,IL16_144081,IL7_51231,IL4_32757,ES46_5003,ES9_4632,ES38_394,HP24_2905,IL15_79410,ES36_7207,HP3_8786,ES11_58138,HP75_29017,HP1_524,ES1_4694,IL10_24195,IL12_112639
IL16_77484	IL16_77484,IL4_35502,IL15_79897,IL23_77091,IL21_63221,IL24_29674,IL20_20374,IL28_89462,IL17_29222,IL22_56500,IL18_72691,JI1_337438,JI2_324391,JI3_312462,IL2_156000,IL3_143343,IL5_13852,IL6_110882,IL19_81393,IL27_16865,IL1_130616,IL25_13584,IL26_38388,IL7_8369,IL14_39394
JI8_104694	JI8_104694,JI3_54105,JI2_417474,JI5_250145,JI11_38671,JI10_152097,JI1_253282,IL36_74124,WT-EFF_270704,IL37_71675,IL32_175397,JI4_235353
IL27_66678	IL27_66678,IL16_2021,IL11_22074,IL15_77018,IL20_56591,IL13_9706,IL26_77918,WC33_40998,IL5_19324,WC2_15086,WC22_37142,WC19_27572,WC21_1152,IL4_24180,IL37_36256,IL29_52333,IL28_4861,IL17_30463,IL1_21339,IL2_4837,IL22_2071,IL30_47798,IL7_50751,IL3_57451,IL21_7456,IL24_20178,IL23_71420,WC34_21095,IL6_15905,WC35_17637,IL12_33412,WC3_2083,IL36_32300,IL19_20626,IL25_23001,WC16_2929,WC7_33846,WC32_9414,WC8_15877,WC28_36625,WC26_27451,WC43_8740,WC41_14439,WC15_15969,WC12_15479,WC11_24510,IL41_35562,IL34_180154,IL42_76970,IL35_26090,WC29_44638,WC18_943,IL32_5343,WC23_13557,WC31_11318,IL9_85812,WC27_18232,WC1_18321,WC14_12041,WC30_27947,IL14_13772,WC4_32538,WC17_32925,IL10_45016,WC24_13039,WC25_25618,WC5_16918,WC6_4586,WC13_9685,IL8_37645,IL18_84272,WC10_37207,WC20_7228,WC9_15009
WS1_96989	WS1_96989,IL35_15177,IL9_150364
JI1_236534	JI1_236534,JI3_400710,JI5_279786
FD-EFF_109904	FD-EFF_109904,FD-DS_158581,FD-AS_78827,FD-INF_261969,WT-AS_99685,WT-DS_139573
IL33_38747	IL33_38747,IL39_69682,IL33_103855,IL39_24646
FD-EFF_171860	FD-EFF_171860,FD-DS_98959,JI8_68121,MN-INF_277962,SF60_128419,WT-AS_65786,WT-DS_257660,WT-EFF_20539,WT-INF_101852,IL32_7295,FR-AS_108761,SF48_173453,MN-EFF_87875,IL36_21057,JI11_81325,FD-INF_126569,FR-DS_56609,TG-DS_261292,SF11_17222,SF52_232718,JI10_112758,SF62_171451,TG-EFF_305698,IL13_55253
HY2_54519	HY2_54519,HY3_79301,HY1_91234
WT-EFF_20964	WT-EFF_20964
IL4_44536	IL4_44536,IL9_122736,IL6_104709,IL23_17837,IL17_43365,IL16_5723,IL14_73506,IL3_106843,IL28_62229,IL27_25005,IL25_14109,IL24_1476,IL22_33570,IL21_76284,IL1_13570,IL11_48212,IL2_78472,IL12_57380,IL15_11288,IL20_112628,IL7_31589,IL5_3002,IL26_38610,IL32_43157,IL37_32770,IL36_57352,IL13_69482,IL18_85910,IL19_91377,JI1_68719
MN-DS_185356	MN-DS_185356,MN-AS_215843,MN-EFF_177452
SA1_50111	SA1_50111
AH-AS_5670	AH-AS_5670,AH-EFF_3161,IL37_42481,AH-DS_272092,IL36_102987,JI3_124189,JI13_218370,IL32_143130,JI14_297160
FD-AS_90701	FD-AS_90701,FD-EFF_25195,FD-DS_12567,TU-EFF_273365
IL22_81712	IL22_81712,IL19_54551,IL17_62912,IL27_67683,IL24_36982,IL20_69286,IL18_16602,IL23_46142,IL34_146087,IL2_131223,IL21_80190,IL16_52820,IL25_43377,IL3_102870,IL28_46828,IL6_112300,IL37_131333,IL36_7086,IL1_64945,IL5_21076,IL26_7121,IL32_174407,IL7_34831,IL10_83823,IL4_29500,IL15_102582,IL9_109696,IL31_101153,IL39_45590,WC21_40449,IL35_12711
IL35_106531	IL35_106531,IL38_136589,IL31_20299,WC17_17012,IL32_28642,WC19_23388,WC16_3010,IL30_5832,WC32_12190,WC24_15111,WC28_24012,WC43_9082,WC33_44872,IL6_178917,IL16_17966,WC2_8912,WC27_10050,IL15_3472,WS1_7221,IL21_58044,WC14_29698,IL14_72927,IL18_11421,IL28_17723,IL5_22325,WC26_473,WC12_11487,IL4_113132,WC29_18843,IL23_4707,IL13_49169,WC7_13418,IL8_1825,WC31_37332,WC22_35507,WC34_26994,IL10_1708,IL36_87555,IL12_127959,IL7_32181,WC13_28869,LK1_9431,IL2_4899,IL5_57871,IL9_82033,IL23_13004,ES36_26975,WC11_14083,IL24_30312,WC8_7887,IL27_54789,IL18_62646,WC41_7779,IL12_22244,IL22_30379,WC3_18885,IL20_67941,WC15_30214,IL19_91630,IL13_31,IL28_32913,IL17_17056,WC6_15853,IL25_24948,IL25_5123,WC18_1512
MN-EFF_83736	MN-EFF_83736,MN-AS_244150,MN-DS_204363,MN-INF_128963,HP12_36431,HP76_87295,HP4_17249,HP28_6083,HP73_100413
MN-EFF_39119	MN-EFF_39119,TE-EFF_43053,JI13_320143,JI14_284502,FD-AS_229810,FD-EFF_96582,TU-EFF_282379,TG-EFF_133754,AD-EFF_224734,FR-INF_119887,JI8_32535,JI10_170607,FR-EFF_73567,EM-EFF_8147,JI12_6364,KB7_52096
HP82_821	HP82_821,HP74_2790,HP80_13128,ES28_28250,ES29_106550,IL34_87675,IL35_14308,HP32_3434,PL46_9643,PL50_47763,HP59_770,HP52_557,HP75_82923,HP25_4351
ZR-EFF_121314	ZR-EFF_121314,MN-EFF_68690
HP17_7185	HP17_7185,HP23_1778,HP31_4043,HP22_2508,HP4_133047,HP3_631,HP34_7602,HP18_3812,HP20_2326,HP19_6318,HP40_3042,HP11_78747,HP2_12953,HP1_4982,HP35_10850,HP26_2947,HP27_8541,HP76_193804,HP32_2547,HP75_12753,HP73_96176,HP25_3351,HP52_4670,HP74_11748,HP82_23125,HP59_1524,HP78_121385,HP72_56820,HP24_1911
FD-EFF_139887	FD-EFF_139887
IL34_31152	IL34_31152,IL39_65554
JI13_2904	JI13_2904,JI14_271827,JI12_142696
NG1_320105	NG1_320105
JI7_76246	JI7_76246,JI9_41649
AD-DS_124256	AD-DS_124256,AD-AS_106329,AD-INF_174269,TU-AS_173223,AD-EFF_129230,TU-DS_240333,FR-EFF_258135,TU-EFF_5312
NC3_3690	NC3_3690
EM-EFF_120356	EM-EFF_120356,ZR-AS_184968,JI5_304866,ZR-DS_218860
HY2_16057	HY2_16057,HY3_11671,HY1_31382
JI13_309798	JI13_309798,JI12_56899,JI14_168674,JI2_433704,JI1_99283,JI3_334742
IL33_74777	IL33_74777,IL34_80446,IL39_50796
JI13_308583	JI13_308583,JI14_290364
WC1_2692	WC1_2692,WC3_3204,WC23_32059,WC19_7061,WC43_28968,WC8_57507,WC17_14829,WC12_21141,WC5_3001,WC29_25727,WC10_5417,WC35_66762,WC21_32279,WC11_15124,WC7_46727,WC32_6978,WC25_33694,WC20_40780,WC15_9583,WC34_18589,WC4_15309,WC6_14814,WC14_22022,WC33_33499,WC24_32645,WC18_26156,WC2_5307,WC31_22019,WC9_10809,WC28_37963,WC30_19447,WC26_13658,WC16_20341,WC41_23643,WC13_44012,IL10_5229,IL12_22137,WC27_14115,IL9_3483,WC22_20785,IL30_6090,IL8_40002,IL29_12950
JI3_447447	JI3_447447,JI1_54857
JI4_225835	JI4_225835,JI6_98624,JI5_36655,JI2_22889
IL40_27810	IL40_27810,IL31_141785
SF35_57390	SF35_57390,SF37_61024,KB14_22831,SF36_5249,KB17_63826,KB12_12986,KB7_98446,KB1_32129,KB10_131227,KB9_41530,KB18_14481,SF61_126201,SF64_220194,SF38_58338,AD-AS_121636,AD-EFF_63656,KB21_45198,SF63_109811,SF62_184304,KB6_44740,KB20_105707,KB15_21445,KB8_10271,KB16_26104,KB23_7995,KB5_48342,KB25_5720,KB4_11371,KB2_4124,KB3_14979,AD-DS_130469
JI10_67794	JI10_67794,JI13_78046,JI12_65590,JI14_55590,IL9_118550,IL8_14467,IL29_45435,IL10_86528,IL30_66751,IL36_75668,IL12_8204,JI11_78113,JI8_128723,IL37_2883
JI14_199651	JI14_199651,JI12_180814,JI13_191849
WT-EFF_175734	WT-EFF_175734,WT-INF_187750,WT-AS_268311,WT-DS_115494
IL37_91764	IL37_91764,IL36_102014,IL32_169301
HP83_26167	HP83_26167,PL70_13652,PL72_10333,PL69_34785
ES31_14248	ES31_14248,ES32_1173
TU-EFF_219182	TU-EFF_219182
TU-AS_47630	TU-AS_47630,TU-EFF_206805,FR-EFF_31946,TU-DS_43131
IL10_64178	IL10_64178,IL12_69958,IL9_15872,IL8_41635,IL29_37019
XS1_76012	XS1_76012,XS2_94936
XS3_41958	XS3_41958,SA3_63285,SA2_33289,SA1_31347,NC4_320,HP92_3974,XS2_38212
IL34_158676	IL34_158676,IL39_64851
MN-EFF_25592	MN-EFF_25592,MN-AS_10747,TG-INF_112286,NG1_171872,MN-DS_252510,TG-AS_92467,MN-INF_89154,IL32_18422,TG-EFF_58922,TG-DS_133034
IL11_87328	IL11_87328,IL28_24756,IL15_5076,IL16_41101,IL10_67471,WC28_28690,IL9_49214,WC20_49985,IL26_59923,IL21_23273,IL13_11354,WC32_13178,IL30_45026,IL12_1766,WC16_29869,WC8_54876,WC29_1408,WC13_14992,WC43_36822,WC24_18313,WC19_31052,WC15_15660,WC9_16878,WC18_55683,WC4_7198,WC22_38795,WC27_20824,WC25_19069,WC35_9013,WC6_7281,WC5_15998,WC3_10937,WC30_18013,IL8_31242,WC2_32758,WC21_34263,WC12_25625,WC7_13989,WC33_23609,WC31_43796,WC11_23597,WC26_14123,WC10_61031,WC41_27808,WC23_18698,WC17_2746,WC34_46437,WC14_42825,IL14_62893,WC1_10753,IL5_14438,IL3_58665,IL24_42923,IL23_15944,IL22_25415,IL20_46507,IL1_14322,IL19_16828,IL18_20598,IL17_49544,IL7_15440,IL6_17729,IL2_94764,IL4_39276,IL25_34687,IL32_47355,IL36_100001,IL37_28445,IL29_9155,IL35_72084,IL27_11972,JI1_64218,JI2_52804
IL32_50528	IL32_50528,IL37_93299
HP75_109606	HP75_109606,HP74_3559
TG-EFF_300109	TG-EFF_300109
WT-EFF_59978	WT-EFF_59978
IL9_81039	IL9_81039,IL12_55786
HP80_15479	HP80_15479
JI9_8979	JI9_8979,JI7_138870,JI7_97920,JI5_304189,IL41_134989,IL35_113633,IL42_85689,IL34_109019,JI9_135307,JI5_2249,JI4_41265
AD-INF_113783	AD-INF_113783
HP91_6494	HP91_6494,HP92_5303,HP17_4850,HP18_951
IL9_62542	IL9_62542,IL12_13072,IL29_8120,IL10_92630,IL8_18131,IL30_24368
TU-AS_41294	TU-AS_41294,EM-AS_341466,TU-EFF_43758,FR-EFF_77319,EM-EFF_211756,EM-DS_83601,TU-DS_316194,EM-INF_103607
PL66_35773	PL66_35773,PL75_8814,PL69_99739
JI2_10046	JI2_10046,JI4_150666,IL14_47976,IL13_50113,IL34_36926,IL28_51793,IL20_110331,IL11_40240,IL3_98733,IL22_63073,IL21_63374,IL4_82086,IL2_61043,IL27_60979,IL19_42954,IL18_76701,IL15_64286,IL25_17340,IL6_51375,IL1_33000,IL23_52819,IL17_6041,IL26_61232,IL16_4201,IL7_12557,WC43_21763,IL5_95833,IL24_35287,WC11_43407,WC7_18276,WC8_34243,WC15_8968,WC17_6699,IL41_94466,IL36_75437,WC34_4605,WC28_7731,WC22_42654,WC31_45823,JI6_32465,JI3_152636,IL42_46911,WC20_50100,WC35_49639,WC12_36676,JI5_49616,JI1_122748,WC5_21663,WC13_35442,WC1_12942,WC3_9661,WC29_17165,IL35_766,WC41_14685,WC18_13180,WC23_17057,WC25_18345,WC10_46125,WC9_11277,WC6_15064,WC27_12486,WC32_17542,WC2_14337,WC26_23343,WC21_3170,WC33_33768
WT-DS_133589	WT-DS_133589,WT-AS_213257,WT-EFF_249115,WT-INF_68314
AD-AS_81751	AD-AS_81751,AD-DS_108981,TU-EFF_345743,AD-EFF_190675
TG-EFF_140292	TG-EFF_140292
SA3_18864	SA3_18864,SA2_67619,SA1_86768
SA2_75734	SA2_75734,IL14_135678,IL13_84872
JI6_43728	JI6_43728,JI11_69614,JI9_104611,JI7_134371,JI3_155040,JI2_25133,JI4_126854,JI10_4323,JI1_227899
IL12_71478	IL12_71478,IL20_72361,IL22_13110,IL19_83632,IL18_84929,WC5_27967,IL25_46172,WC11_42243,IL28_47513,WC29_18674,WC43_6976,WC33_37158,WC21_13696,WC31_14407,WC32_8189,WC8_58794,WC13_12111,WC9_26328,WC35_1013,IL14_110159,WC4_22415,WC25_11441,WC6_25783,IL23_56628,IL10_82801,WC22_44658,WC16_8974,WC7_27388,IL4_11969,IL24_23701,WC12_28367,WC20_49365,WC41_11844,IL11_71550,IL16_58293,WC10_63502,WC30_21196,IL26_33377,WC3_28487,IL5_89778,WC14_12172,WC1_27219,WC15_9149,WC34_36445,WC18_30599,WC26_7591,IL13_105189,IL27_45039,IL17_60295,IL2_108759,IL3_121796,WC19_22001,WC28_39826,IL1_65479,IL9_92432,WC23_15302,IL6_9200,IL21_11491,WC17_4167,IL15_60497,IL30_54034,WT-INF_90620,IL7_26967,NG1_54683,IL29_25106,WC2_9422,WC27_13072,WC24_24239
IL38_107899	IL38_107899,IL31_85451,IL40_2462,AH-INF_157164,AH-AS_343997
AH-EFF_61384	AH-EFF_61384,JI13_225944,JI12_106372,JI14_328096,AH-AS_161061,AH-DS_298240
HY2_25927	HY2_25927,HY3_89146,HY1_49871
AH-EFF_7166	AH-EFF_7166,AH-DS_388561,AH-AS_98795
IL39_42983	IL39_42983,IL34_50516,HP91_6330,IL33_14086
TE-AS_184990	TE-AS_184990,TE-DS_5735,TE-EFF_22329
IL34_66658	IL34_66658,IL39_82407
JI10_106440	JI10_106440,JI7_2160,JI11_45368,JI9_62533,JI5_4445,JI4_15577,JI1_242790,JI6_94068
TU-EFF_158162	TU-EFF_158162
FD-EFF_158208	FD-EFF_158208,IL35_94782,MN-DS_96228
HP17_5727	HP17_5727
IL12_44967	IL12_44967,IL8_328,IL29_44904,IL30_25006,IL10_4782,IL9_148587,JI5_258991,JI8_124607,JI3_230303,JI2_215194,JI1_84241,JI4_202542,JI13_133525,JI11_10478
IL10_92361	IL10_92361,IL12_16883,IL31_171284,IL9_131266,IL29_11363
JI1_81077	JI1_81077,JI2_325044,JI3_265046,JI6_90829,JI4_200840,JI5_27655,WT-EFF_153626
PL66_43864	PL66_43864
SF62_132617	SF62_132617,SF61_60879,SF24_68987,SF44_4841
IL10_61522	IL10_61522,IL12_45277
ES3_6925	ES3_6925,HP3_2410,HP1_4464,HP24_1106,ES9_5907,HP2_14581,ES28_1891,HP19_1973,ES31_10375,HP82_12238,HP82_14318
JI13_327257	JI13_327257
JI8_109939	JI8_109939
